Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
420,I think my character?s gonna need a little bit more of reason than that.,Kate,neutral,neutral,39,13
421,"Oh, hey, how about this one.",Joey,neutral,neutral,39,14
422,"Ah, it?s says so in the script!",Joey,anger,negative,39,15
423,"Y'know ah, I-I don?t know why my character likes you either, I mean it says in the script here that you?re a bitch.",Joey,anger,negative,39,16
424,It doesn?t say that in the script.,Kate,anger,negative,39,17
425,It does in mine!,Joey,anger,negative,39,18
426,I can?t,Phoebe,anger,negative,40,0
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,negative,40,1
428,Y?know who has a great video camera?,Chandler,neutral,neutral,40,2
429,Greg and Jenny?,Phoebe,neutral,neutral,40,3
430,Do you still wanna call ?em? I wanna call ?em.,Monica,neutral,neutral,40,4
431,Let?s call ?em.,Chandler,neutral,neutral,40,5
432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,positive,40,6
433,Hello?  Eighth street deli?,Monica,neutral,neutral,40,7
434,"Hey, hang up! You get food poisoning just talkin? to that place.",Joey,disgust,negative,40,8
435,"Uh sorry, wrong number.",Monica,fear,negative,40,9
436,Here you go.,Chandler,neutral,neutral,40,10
437,Hello?   It?s the deli again!,Monica,surprise,negative,40,11
438,All right! I?ll have a sandwich!,Joey,joy,positive,40,12
439,I don?t think this number?s right!,Monica,sadness,negative,40,13
440,Oh come on!!,Rachel,sadness,negative,40,14
441,"Gotta go. I miss you too, I love you, but it's getting real late now",Mr. Tribbiani,sadness,negative,41,0
442,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",Joey,surprise,negative,41,1
443,Her name's Ronni. She's a pet mortician.,Mr. Tribbiani,neutral,neutral,41,2
444,Sure. So how long you been...,Joey,neutral,neutral,41,3
445,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",Mr. Tribbiani,neutral,neutral,41,4
446,Since then?!,Joey,surprise,negative,41,5
447,"No, it's only been six years.",Mr. Tribbiani,neutral,neutral,41,6
448,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,Mr. Tribbiani,neutral,neutral,41,7
449,...Joe.,Mr. Tribbiani,neutral,neutral,41,8
450,Y'ever been in love?,Mr. Tribbiani,neutral,neutral,41,9
451,...I d'know.,Joey,neutral,neutral,41,10
452,Then y'haven't. You're burning your tomatoes.,Mr. Tribbiani,neutral,neutral,41,11
453,You're one to talk.,Joey,disgust,negative,41,12
454,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",Mr. Tribbiani,neutral,neutral,41,13
455,Oh man. Please tell me one of 'em is Ma.,Joey,disgust,negative,41,14
456,"Of course, course one of 'em's Ma. What's the matter with you.",Mr. Tribbiani,surprise,negative,41,15
457,"Everything?s gonna be all right. Okay, Dick?",Chandler,neutral,neutral,42,0
458,"Hello, I am Guru Saj--Whoa!!  That?s supposed to be a duck right? ?Cause otherwise, this is waaay out of my league.",Guru Saj,surprise,negative,42,1
459,"Hey, Rach, how was work?",Monica,neutral,neutral,43,0
460,"Oh, great. Although I did sit down where there wasn?t a chair.",Rachel,neutral,neutral,43,1
461,"By the way, Ross dropped by a box of your stuff.",Monica,neutral,neutral,43,2
462,"Oh, well, I guess I had that one coming.",Rachel,neutral,neutral,43,3
463,"I?m just gonna throw it out, it?s probably just a bunch of shampoo and...",Rachel,neutral,neutral,43,4
464,Something wrong?,Monica,neutral,neutral,43,5
465,No. Nothing.,Rachel,neutral,neutral,43,6
466,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",Charlie,neutral,neutral,44,0
467,"Yeah, that's it?",Ross,surprise,positive,44,1
468,Yeah.,Charlie,neutral,neutral,44,2
471,"Dude, I am sorry about what I said!",Joey,sadness,negative,45,0
472,"No, no, you?re right, it is a ridiculous name!",Chandler,disgust,negative,45,1
473,It?s not that bad.,Joey,neutral,neutral,45,2
474,"Yes it is! From now on, I have no first name.",Chandler,anger,negative,45,3
475,"So, you?re just Bing?",Joey,neutral,neutral,45,4
476,Because we won our apartment back!,Monica,joy,positive,46,0
477,"What? Ace is high! Jack, queen, king, ace!",Joey,surprise,negative,46,1
478,"No! Ace is low! Ace, two, three, four!",Monica,anger,negative,46,2
479,I don?t know. Ooh! Ooh! Look it!  Ah-ha!,Phoebe,surprise,positive,46,3
480,"All right, cut, let?s pick again, pick again.",Rachel,neutral,neutral,46,4
481,Okay.,Joey,neutral,neutral,46,5
482,Come on apartment! Come on apartment!  Oh! I know queen is high!,Rachel,anger,negative,46,6
483,"Uh-huh, not as high as? It worked! King!",Joey,surprise,positive,46,7
484,Yeah baby!,Chandler,joy,positive,46,8
485,"But, we pick again! We pick again!",Monica,joy,positive,46,9
486,Why?!,Joey,neutral,neutral,46,10
487,I don?t know!,Monica,fear,negative,46,11
488,Tickets please!  That?s courtside baby!,Chandler,joy,positive,46,12
489,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",Joey,surprise,negative,46,13
490,No they didn?t!,Chandler,joy,positive,46,14
491,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",Chandler,neutral,neutral,47,0
492,It's gonna be worth it.,Joey,neutral,neutral,47,1
493,"It's a known fact that women love babies, all right?",Joey,neutral,neutral,47,2
494,Women love guys who love babies.,Joey,neutral,neutral,47,3
495,It's that whole sensitive thing.,Joey,neutral,neutral,47,4
496,"Quick, aim him at that pack o' babes over there.",Joey,neutral,neutral,47,5
497,Maybe one of them will break away.,Joey,neutral,neutral,47,6
498,"No, no wait, for get them, we got one, hard left.",Joey,joy,positive,47,7
499,"All right, gimme the baby.",Joey,neutral,neutral,47,8
500,"No, I got him.",Chandler,neutral,neutral,47,9
502,"Oh, seriously you want him?",Chandler,surprise,positive,47,11
503,Hello.,Joey,neutral,neutral,47,12
504,"Well, don't, don't think me immodest, but, me?",Chandler,surprise,positive,47,13
505,You wanna smell him?,Joey,neutral,neutral,47,14
506,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Joey,joy,positive,47,15
507,What'd I tell you? What'd I tell you?,Joey,joy,positive,47,16
508,"Well, we are great guys.",Chandler,neutral,neutral,47,17
509,Bye.,Rachel,neutral,neutral,48,0
510,"Well, not really.",Ross,neutral,neutral,49,0
511,"I mean technically it?s-it?s not against the rules or anything, but it is frowned upon.",Ross,neutral,neutral,49,1
512,"Especially by that professor we ran into last night, Judgey von Holierthanthou.",Ross,anger,negative,49,2
513,"Well Ross, you be careful now. You don?t want to get a reputation as y?know Professor McNailshisstudents.",Monica,joy,positive,49,3
514,Yeah. What-what should I do?,Ross,fear,negative,49,4
515,"Well Ross, it seems pretty clear.",Joey,neutral,neutral,49,5
516,I mean what?s more important?,Joey,neutral,neutral,49,6
517,"What people think or how you feel, huh?",Joey,neutral,neutral,49,7
518,"Ross, you gotta follow your heart.",Joey,neutral,neutral,49,8
519,Joey that is so sweet.,Monica,joy,positive,49,9
520,Hey.,Chandler,neutral,neutral,49,10
521,"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",Joey,neutral,neutral,49,11
522,I couldn?t do it.,Chandler,sadness,negative,49,12
523,You couldn?t do it?!,Joey,surprise,negative,49,13
524,"Hey, relax I just need more time. We?re going to dinner tonight.",Chandler,neutral,neutral,49,14
525,What?! You?re going out with her again!,Monica,surprise,negative,49,15
526,Going out with who?,Ross,neutral,neutral,49,16
527,"Uh, Dana Keystone from college.",Chandler,neutral,neutral,49,17
528,Oh yeah! Wasn?t she uh,Ross,surprise,positive,49,18
529,"No, that was Dana Caplin.",Chandler,neutral,neutral,49,19
530,Joey! You didn?t even know her!,Monica,surprise,positive,49,20
531,Ah whatever!,Joey,anger,negative,49,21
532,"Morning! Hey, how?s my favorite genius and my little robot buddy?!",Joey,joy,positive,50,0
533,Don?t touch him!,Wayne,anger,negative,50,1
534,Okay!,Joey,surprise,positive,50,2
535,All right.,Joey,neutral,neutral,50,3
536,"Umm, all right Wayne, level with me.",Joey,neutral,neutral,50,4
538,I-I keep hearing all these rumors that I might get fired.,Joey,fear,negative,50,5
539,"Okay, they even have actors coming in to read for my part!",Joey,fear,negative,50,6
540,"Come on man, you-you got to give me a second chance!",Joey,sadness,negative,50,7
541,"I mean, I love-I love this little guy!",Joey,joy,positive,50,8
542,Ah-ah!!,Joey,surprise,negative,50,9
543,"Okay, that?s why you didn?t want me to touch him right?",Joey,surprise,negative,50,10
544,Here you go!,Joey,neutral,neutral,50,11
545,Okay?,Joey,neutral,neutral,50,12
546,Stupid!,Joey,anger,negative,50,13
547,I can?t believe it!,Joey,surprise,negative,50,14
548,God!,Joey,anger,negative,50,15
549,"Hey, how you doin??",Joey,neutral,neutral,50,16
550,Hey.,Ross,neutral,neutral,51,0
551,"Hi. Look um, about what happened earlier...",Rachel,sadness,negative,51,1
552,"No, hey, well, I-I completely understand. You were, you were stressed.",Ross,neutral,neutral,51,2
553,I was gonna give you a chance to apologise to me.,Rachel,disgust,negative,51,3
554,For what? For letting you throw me out of your office?,Ross,anger,negative,51,4
555,You had no,Rachel,anger,negative,51,5
556,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",Ross,anger,negative,51,6
557,"But I told you, I didn?t have the time!",Rachel,anger,negative,51,7
558,"Yeah, well you never have the time. I mean, I don?t feel like I even have a girlfriend anymore, Rachel.",Ross,anger,negative,51,8
559,"Wh, Ross what do you want from me?",Rachel,anger,negative,51,9
560,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",Rachel,anger,negative,51,10
561,I know.,Monica,neutral,neutral,52,0
562,"Ooh, I have to tell you something.",Phoebe,joy,positive,52,1
563,What?,Monica,neutral,neutral,52,2
564,But I can?t tell you.,Phoebe,neutral,neutral,52,3
565,"Okay, but wouldn?t it be easier if you had to tell me something that you could tell me.",Monica,neutral,neutral,52,4
566,"Well, sure in a perfect world. But, no, I promised I wouldn?t tell, and I swore to like all my gods.",Phoebe,neutral,neutral,52,5
567,Okay. Does it have to do with Ross and Rachel?,Monica,neutral,neutral,52,6
568,No.,Phoebe,neutral,neutral,52,7
569,Does it have to do with Joey?,Monica,neutral,neutral,52,8
570,No.,Phoebe,neutral,neutral,52,9
571,Does it have to do with-with Chandler and that sock that he keeps by his bed?,Monica,neutral,neutral,52,10
572,"No, but let?s come back to that later!",Phoebe,neutral,neutral,52,11
573,Hi!,Richard,joy,positive,53,0
574,Richard!,Monica,joy,positive,53,1
575,"Actually, I?m not here to complement the chef.",Richard,neutral,neutral,53,2
576,"Ohh? Oh, that?s okay I hate when people come back to complement the chef.",Monica,neutral,neutral,53,3
577,Like I have nothing better to do!,Monica,neutral,neutral,53,4
578,So what?s up?,Monica,neutral,neutral,53,5
579,"Well, it was great seeing you the other night.",Richard,joy,positive,53,6
580,"Oh, good to see you too. Did you come down here to tell me that?",Monica,neutral,neutral,53,7
581,No! I came here to tell you something else.  I came here  to tell you I still love you.,Richard,joy,positive,53,8
582,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,negative,54,0
583,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,negative,54,1
584,"Maybe!  Well! Well?so-so uh, what kind of music does Numb Nuts?Oh forget it! I can?t!",Joey,anger,negative,54,2
585,"Joey, I am scared to death about this.",Dina,fear,negative,54,3
586,"But I really think I can do it, I?m just gonna need some help.",Dina,fear,negative,54,4
587,And Bobby?s gonna be here the whole time.,Dina,neutral,neutral,54,5
588,"You bet I am!  And to answer your earlier question, we?re straight-up gangster rap.",Bobby,joy,positive,54,6
589,"Look, Rachel?s told me how much easier you?ve made all this on her. Why can?t you do that for me?",Dina,anger,negative,54,7
590,Because! ?Cause? ?Cause you?re my baby sister!,Joey,sadness,negative,54,8
591,And you?re my big brother!,Dina,joy,positive,54,9
592,"I mean, you?re my favorite guy in the whole world.",Dina,neutral,neutral,54,10
593,I?m not even scared to tell mom and dad.,Dina,neutral,neutral,54,11
594,I was scared of telling you.,Dina,fear,negative,54,12
595,"Well I?d be scared of them, but all right.",Joey,fear,negative,54,13
596,"Joey, I can?t stand the thought of having this baby with you mad at me.",Dina,sadness,negative,54,14
597,I want him to have his uncle.,Dina,sadness,negative,54,15
598,Is my baby gonna have his Uncle Joey?,Dina,sadness,negative,54,16
599,Of course he?s gonna have his Uncle Joey!,Joey,joy,positive,54,17
600,"We?re gonna be all right. I mean, even if we?re not married this baby is gonna be so loved. Not just by us.",Dina,joy,positive,54,18
601,That?s right! By his uncle too!,Joey,joy,positive,54,19
602,And by you.,Bobby,joy,positive,54,20
603,"Okay Bobby, why don?t we just come over here and let them have a little moment.",Rachel,neutral,neutral,54,21
604,Come here!,Joey,joy,positive,54,22
605,No! Seriously! What?s wrong with you?!,Rachel,anger,negative,54,23
606,I had a really nice time tonight.,Danny,joy,positive,55,0
607,So did I. I'm really glad Monica asked us out.,Rachel,joy,positive,55,1
608,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,neutral,55,2
609,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,positive,55,3
610,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Danny,neutral,neutral,55,4
611,Hi!,Rachel,joy,positive,55,5
612,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",Krista,surprise,positive,55,6
613,Like it would help.,Danny,neutral,neutral,55,7
614,You are so bad!,Krista,joy,positive,55,8
615,You are!,Danny,joy,positive,55,9
616,You are!,Krista,joy,positive,55,10
617,You are!,Danny,joy,positive,55,11
618,You are!,Krista,joy,positive,55,12
619,You are!,Danny,joy,positive,55,13
620,You are!,Krista,joy,positive,55,14
621,You are so dead! I'm gonna get you.,Danny,joy,positive,55,15
622,"Uh, it was very nice meeting you.",Rachel,neutral,neutral,55,16
623,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",Chandler,surprise,positive,56,0
624,"Hi Mom, it's Jill.",Jill,neutral,neutral,56,1
625,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",Chandler,surprise,positive,56,2
626,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill,neutral,neutral,56,3
627,Jill says vestibule... I'm going with vestibule.,Chandler,neutral,neutral,56,4
628,"I'm fine. No, I'm not alone... I don't know, some guy.",Jill,neutral,neutral,56,5
629,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",Chandler,joy,positive,56,6
631,Are you seeing anybody right now?,Chandler,neutral,neutral,57,1
632,"Og-ee-op, I?m not asking for me, I?m? I mean? No, I?m-I?m not gay, I?m not asking you out.",Chandler,fear,negative,57,2
633,I?m not-I?m not-I?m not gay!,Chandler,fear,negative,57,3
634,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Phoebe,neutral,neutral,58,0
635,Uh-huh.,Rachel,neutral,neutral,58,1
